env,seed,cycle,anchor,kernel,raw_reward,shaped_reward,penalty,joint,success,any_event,cost_mean,event,excess
DiagReachK3,187,6,26,sample_shapedW2,6.9778714083860915,5.978423276616196,0.9994481317698956,0.203125,0.328125,0.359375,"[5.073428346309811, 4.362882756628096, 8.135384660214186]","[0.203125, 0.171875, 0.046875]","[0.04428098563637052, 0.023150629722155057, 0.007433178424835204]"
DiagReachK3,187,6,26,sample_rawKL,7.518233194001095,5.442752482354717,2.075480711646378,0.21875,0.359375,0.53125,"[6.101750988513231, 5.198326427489519, 10.03257267922163]","[0.3125, 0.3125, 0.21875]","[0.07778027653694151, 0.053733676671981825, 0.02313468813896179]"
DiagReachK3,187,6,26,sample_rawW2,7.449621868632084,5.5642458408468425,1.8853760277852416,0.1875,0.328125,0.484375,"[5.931501944549382, 5.115878462791443, 9.777853075414896]","[0.28125, 0.265625, 0.171875]","[0.07097510993480681, 0.05022152226704818, 0.019422217607498175]"
DiagReachK3,187,6,26,det_old,9.143402415071614,9.143402415071614,0.0,1.0,1.0,0.0,"[6.116341009736061, 5.769724577665329, 10.831802412867546]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,187,6,26,det_shapedKL,8.478397648962709,8.478397648962709,0.0,1.0,1.0,0.0,"[5.5441048964858055, 4.329331263899803, 8.84363305568695]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,187,6,26,det_shapedW2,8.735055799501424,8.735055799501424,0.0,1.0,1.0,0.0,"[5.797208547592163, 4.650844119489193, 9.415830507874489]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,187,6,26,det_rawKL,9.283095142774982,8.264055616193218,1.0190395265817642,0.0,0.984375,1.0,"[7.894753620028496, 6.178744286298752, 12.952620893716812]","[1.0, 0.015625, 1.0]","[0.12782194571835656, 2.054297007047373e-05, 0.036209671497344983]"
DiagReachK3,187,6,26,det_rawW2,9.243989353787036,8.789594899650545,0.4543944541364908,0.0,1.0,1.0,"[7.56048559397459, 6.0108354315161705, 12.458699360489845]","[1.0, 0.0, 0.453125]","[0.0800693705677986, 0.0, 0.004713482856750495]"
DiagReachK3,187,18,28,sample_old,7.548754225973061,5.584002525102369,1.9647517008706927,0.3125,0.515625,0.46875,"[5.412209109403193, 5.488257423043251, 9.600483189336956]","[0.28125, 0.3125, 0.265625]","[0.05879158526659012, 0.0675064302407778, 0.033495833873748784]"
DiagReachK3,187,18,28,sample_shapedKL,7.485492629852001,6.134819043721858,1.3506735861301422,0.3125,0.515625,0.421875,"[5.207522985525429, 5.275816258043051, 9.192726136185229]","[0.234375, 0.28125, 0.171875]","[0.04530691249029978, 0.0504866551894408, 0.01775775194168091]"
